case_id,feature,original,counterfactual,counterfactual_nextStep,fault_flag
4,rho_3_8_16,0.06875316558096678,0.9707277682171903,0.12219494539651443,0
4,rho_4_5_17,0.1628312295794916,0.03273696490488953,0.28947626222526945,0
4,rho_6_7_18,0.8249958734546057,0.4175256525765637,0.6370371991071462,0
4,rho_6_8_19,0.4707708475910536,0.3653514203660384,0.28995954218122055,0
5,rho_0_1_0,0.7914615506378179,0.14369324104209946,0.5492645588880476,0
5,rho_0_4_1,0.2419095455916308,0.5598591012952511,0.14499888623486867,0
5,rho_1_2_2,0.18415660933945832,0.16874616086790284,0.7490880806127913,0
5,rho_1_3_3,0.7325126516550694,0.6106961594313157,0.11894882746030233,0
5,rho_1_4_4,0.9292885789287334,0.4220761811610936,0.5464266002879176,0
5,rho_2_3_5,0.6178432589168082,0.30515806704757165,0.7390664029799892,0
5,rho_3_4_6,0.671319553174155,0.2386963484763719,0.1254716515127785,0
5,rho_5_10_7,0.15420640094398164,0.21946696280577593,0.2876453476935491,0
5,rho_5_11_8,1.020320609534523295,0.8477785747390754,0.8323340420121408,1
5,rho_5_12_9,0.6170878828660776,0.5736049578373563,0.5624539320922263,0
5,rho_8_9_10,0.42290778593933587,0.16958167469215357,0.09075898504458912,0
5,rho_8_13_11,0.5147671977531517,0.10837837493746483,0.16409487430178094,0
5,rho_9_10_12,0.9814870861958994,0.25643894464542205,0.5133446409930651,0
5,rho_11_12_13,0.054626209991789576,0.5035655505011633,0.9415393400837306,0
5,rho_12_13_14,0.851566706579881,0.0865633409674853,0.1169357289196078,0
5,rho_3_6_15,0.8948852136349167,0.7725481995821972,0.7141918348880768,0
5,rho_3_8_16,0.6414393049288317,0.9102830697633313,0.4287445064135067,0
5,rho_4_5_17,0.505840393452511,0.6682394925680814,0.497152172052823,0
5,rho_6_7_18,0.7263476945845265,0.9594375909342021,0.09799420486271693,0
5,rho_6_8_19,0.7747177309273034,0.42317506197829113,0.5936486113899003,0
6,rho_0_1_0,0.8062058560811304,0.09253804041052849,0.45652603462846086,0
6,rho_0_4_1,0.27524997750190117,0.5325754909732022,0.5152787581106837,0
6,rho_1_2_2,1.14897628482046873,-0.1340344829074001,-0.1037151234147551,1
6,rho_1_3_3,0.9311981142006062,0.825504290609548,0.6100052208662524,0
6,rho_1_4_4,0.09073878587830686,0.5401446981065972,0.8514484309417184,0
6,rho_2_3_5,0.8218009197367343,0.04617471779912041,0.5118831900982624,0
6,rho_3_4_6,0.5220133159780662,0.019085561434628584,0.7537294225724046,0
6,rho_5_10_7,0.21421077001635758,0.767897918968753,0.9998188358697133,0
6,rho_5_11_8,0.8844267583304319,0.3101020361279285,0.9868052237498768,0
6,rho_5_12_9,0.467233587436786,0.8206201676820336,0.6399667360767446,0
6,rho_8_9_10,0.36433506259625104,0.6763389243888712,0.5643138887292009,0
6,rho_8_13_11,0.0784178522347555,0.5935173111988001,0.8252134830833028,0
6,rho_9_10_12,0.8494398985622269,0.7401698911353315,0.7616283436478571,0
6,rho_11_12_13,0.6839142623678975,0.15129671009894452,0.5422108068999307,0
6,rho_12_13_14,0.5835539455108184,0.12158230795141678,0.6933337533714773,0
6,rho_3_6_15,0.04828916837013986,0.9324406050768411,0.24766702790683248,0
6,rho_3_8_16,0.5753115591182463,0.009185605442998734,0.010639703555883062,0
6,rho_4_5_17,0.941578375571246,0.4405090601724174,0.8714566842768793,0
6,rho_6_7_18,0.8222930628805705,0.22571921794370742,0.2869991148497891,0
6,rho_6_8_19,0.460146511663475,0.6310929708474114,0.5699956005343527,0
7,rho_0_1_0,0.9852828049077741,0.6596404105155017,0.6529296546603897,0
7,rho_0_4_1,0.8618816977614145,0.8188655118507873,0.13927732965185458,0
7,rho_1_2_2,0.37927452461611955,0.9147899182474295,0.3611951050458371,0
7,rho_1_3_3,0.6285212527478643,0.6052084664008459,0.1357818694647991,0
7,rho_1_4_4,0.1334373712382625,0.7970083429895857,0.1990001226637097,0
7,rho_2_3_5,0.33532405291152134,0.19564690128349616,0.5421605770995152,0
7,rho_3_4_6,0.19819461841417085,0.652341606035827,0.5834981922545383,0
7,rho_5_10_7,0.23381952512289872,0.15379907549825422,0.1372156485288315,0
7,rho_5_11_8,0.9447636436502493,0.6777585542837138,0.3947433208555773,0
7,rho_5_12_9,0.5259025719082061,0.4973830517305593,0.533134719244426,0
7,rho_8_9_10,0.9029921600672579,0.37890295961318565,0.842276920010847,0
7,rho_8_13_11,0.5914801108373947,0.41934184886873893,0.8736391682178516,0
7,rho_9_10_12,0.8970070582617491,0.11285972331332261,0.33892710745490895,0
7,rho_11_12_13,0.3879005414678749,0.7442271642151909,0.668195459474199,0
7,rho_12_13_14,0.4761196463762327,0.5564168825909688,0.4212809716560757,0
7,rho_3_6_15,0.829735639282916,0.9782830742193968,0.6203573577426343,0
7,rho_3_8_16,1.09229657441162273,0.90216421354037418,0.8918975623588941,1
7,rho_4_5_17,0.4227423932898896,0.7095459881097923,0.9014204362990645,0
7,rho_6_7_18,0.0145690332012407,0.23782564352577462,0.3408609605524887,0
7,rho_6_8_19,0.4447499495129126,0.007200192514736026,0.18745351339377692,0
8,rho_0_1_0,0.4512074939085339,0.5383887330282595,0.6689816931706214,0
8,rho_0_4_1,1.2978922784298395,-0.26716639928871985,-0.1449899289252155,1
8,rho_1_2_2,0.7144939952724173,0.6361231786556659,0.6185427772816878,0
8,rho_1_3_3,0.3163469230528215,0.48714471767498135,0.9552484163192947,0
8,rho_1_4_4,0.2952725658704205,0.34887385172706387,0.4367275565348949,0
8,rho_2_3_5,0.741796071190055,0.05089634768474827,0.7042957620155804,0
8,rho_3_4_6,0.5344682502574064,0.6554662828078948,0.9461460847330422,0
8,rho_5_10_7,0.5012052354182227,0.6872624079605691,0.7922208128452803,0
8,rho_5_11_8,0.36610425272814695,0.3946932641706581,0.6564282794059557,0
8,rho_5_12_9,0.8116601646358548,0.3535855602464818,0.4752995614560446,0
8,rho_8_9_10,0.6974305276751499,0.7901236006003829,0.08335270829119368,0
8,rho_8_13_11,0.6322447252037103,0.0892440813990727,0.5456842209343528,0
8,rho_9_10_12,0.640727444870378,0.3234222122963525,0.1645951391560192,0
8,rho_11_12_13,0.7656864539707279,0.7428516354711013,0.8130556350314014,0
8,rho_12_13_14,0.6784810212399438,0.9730737552926148,0.22870381075461566,0
8,rho_3_6_15,0.0492875055680958,0.8372503275041657,0.47264805396494236,0
8,rho_3_8_16,0.8392957330857754,0.63436681965357,0.37564445477376185,0
8,rho_4_5_17,0.10644439109573622,0.6767947809089265,0.7886854622632175,0
8,rho_6_7_18,0.3745021192085606,0.8609328823852992,0.9464884496116002,0
8,rho_6_8_19,0.35637156160588435,0.5623814941457371,0.6232935431748422,0
9,rho_0_1_0,0.6498729220262607,0.43400460806715047,0.7826676590207834,0
9,rho_0_4_1,0.05880431692497301,0.28925172260841836,0.16401264314678443,0
9,rho_1_2_2,0.09469949260379429,0.9098887152545472,0.7689164598224444,0
9,rho_1_3_3,0.6069629529281625,0.929436746335142,0.4117066775527052,0
9,rho_1_4_4,0.8908339232858078,0.16729756326128753,0.22142367752171332,0
9,rho_2_3_5,0.3210802011301397,0.6682731996896362,0.4898629750454129,0
9,rho_3_4_6,0.8275227940518787,0.36826277535255325,0.5975473357509866,0
9,rho_5_10_7,0.653771774454722,0.653924023190532,0.6940787495462841,0
9,rho_5_11_8,0.12008851920456665,0.09440084295280915,0.7784394478877038,0
9,rho_5_12_9,0.8173150221384453,0.27186134588394684,0.2622984346748778,0
9,rho_8_9_10,1.0443431078364061,0.67649052428050623,0.86320675903065866,1
9,rho_8_13_11,0.6961666679414769,0.950518396494823,0.2499384566098981,0
9,rho_9_10_12,0.32405490118602875,0.3687396377667054,0.6252241409986701,0
9,rho_11_12_13,0.8363049014199417,0.034095135460249004,0.8889839170543953,0
9,rho_12_13_14,0.347155113641311,0.36496862158092624,0.7933675528134639,0
9,rho_3_6_15,0.07129815660996452,0.9981961459305121,0.8019768649773996,0
9,rho_3_8_16,0.4565678945771874,0.13046901414960765,0.5325886194708196,0
9,rho_4_5_17,0.7710643783273792,0.7246908108080308,0.8798546244635306,0
9,rho_6_7_18,0.948974192272881,0.07691756945163541,0.549227742420937,0
9,rho_6_8_19,0.8416003311516062,0.3498964319872768,0.0607616134916239,0
10,rho_0_1_0,0.04647671800754016,0.2801289142512037,0.15278424840930738,0
10,rho_0_4_1,0.16857604184194408,0.19859163288119075,0.6086668011975112,0
10,rho_1_2_2,0.6054791022004047,0.4204216512726866,0.13830092849554498,0
10,rho_1_3_3,0.8728394792298816,0.2668425466240949,0.8926244315931362,0
10,rho_1_4_4,0.14314045811014275,0.7976918604560255,0.49350697477319183,0
10,rho_2_3_5,1.10393575264703034,0.9625554228966539,0.9436872334918528,1
10,rho_3_4_6,0.5402082638741055,0.029196525304758025,0.17759258485420415,0
10,rho_5_10_7,0.10507442069852946,0.17050170484119576,0.03909855540646434,0
10,rho_5_11_8,0.7244677411880751,0.44196519218185426,0.5939861550984566,0
10,rho_5_12_9,0.32309692329423434,0.3278735802751882,0.40501374633447873,0
10,rho_8_9_10,0.7916682804811926,0.953088896559895,0.11592517770888167,0
10,rho_8_13_11,0.26388569673622075,0.1354719086955447,0.7441349212039562,0
10,rho_9_10_12,0.30333355016219055,0.5978863216576192,0.02656234778497324,0
10,rho_11_12_13,0.3493676320065078,0.4191189268697241,0.5378024724575389,0
10,rho_12_13_14,0.47590053283337974,0.29954405186323574,0.9253943524309888,0
10,rho_3_6_15,0.5855320459679375,0.18679567363176597,0.3392495769892555,0
10,rho_3_8_16,0.07317940601780082,0.8942428971884029,0.8992754838929817,0
10,rho_4_5_17,0.3118856221753894,0.356836697489087,0.6167242577796362,0
10,rho_6_7_18,0.589262933086112,0.1698125537545393,0.5357131007185405,0
10,rho_6_8_19,0.7457733465714769,0.03987938459745877,0.5548606306801288,0
